Unicode,Char,Name,Ascender,Descender,Symmetry,Bouba_Score
U+0298,ʘ,LATIN LETTER BILABIAL CLICK,True,False,Symmetrical,1.0
U+0299,ʙ,LATIN LETTER SMALL CAPITAL B,False,False,Symmetrical,0.696
U+029A,ʚ,LATIN SMALL LETTER CLOSED OPEN E,False,False,Symmetrical,0.846
U+029B,ʛ,LATIN LETTER SMALL CAPITAL G WITH HOOK,True,False,Symmetrical,0.719
U+029C,ʜ,LATIN LETTER SMALL CAPITAL H,False,False,Symmetrical,0.0
U+029D,ʝ,LATIN SMALL LETTER J WITH CROSSED-TAIL,True,True,Left-Pointing,0.7
U+029E,ʞ,LATIN SMALL LETTER TURNED K,False,True,Left-Pointing,0.294
U+029F,ʟ,LATIN LETTER SMALL CAPITAL L,False,False,Right-Pointing,0.0
U+02A0,ʠ,LATIN SMALL LETTER Q WITH HOOK,True,True,Symmetrical,0.806
U+02A1,ʡ,LATIN LETTER GLOTTAL STOP WITH STROKE,True,False,Symmetrical,0.5
U+02A2,ʢ,LATIN LETTER REVERSED GLOTTAL STOP WITH STROKE,True,False,Symmetrical,0.5
U+02A3,ʣ,LATIN SMALL LETTER DZ DIGRAPH,True,False,Symmetrical,0.545
U+02A4,ʤ,LATIN SMALL LETTER DEZH DIGRAPH,True,True,Symmetrical,0.653
U+02A5,ʥ,LATIN SMALL LETTER DZ DIGRAPH WITH CURL,True,True,Symmetrical,0.688
U+02A6,ʦ,LATIN SMALL LETTER TS DIGRAPH,True,False,Symmetrical,0.738
U+02A7,ʧ,LATIN SMALL LETTER TESH DIGRAPH,True,True,Symmetrical,0.643
U+02A8,ʨ,LATIN SMALL LETTER TC DIGRAPH WITH CURL,True,False,Symmetrical,0.75
U+02A9,ʩ,LATIN SMALL LETTER FENG DIGRAPH,True,True,Symmetrical,0.548
U+02AA,ʪ,LATIN SMALL LETTER LS DIGRAPH,True,False,Right-Pointing,0.818
U+02AB,ʫ,LATIN SMALL LETTER LZ DIGRAPH,True,False,Right-Pointing,0.0
U+02AC,ʬ,LATIN LETTER BILABIAL PERCUSSIVE,True,False,Symmetrical,0.0
U+02AD,ʭ,LATIN LETTER BIDENTAL PERCUSSIVE,True,False,Symmetrical,0.0
U+02AE,ʮ,LATIN SMALL LETTER TURNED H WITH FISHHOOK,False,True,Left-Pointing,0.654
U+02AF,ʯ,LATIN SMALL LETTER TURNED H WITH FISHHOOK AND TAIL,False,True,Left-Pointing,0.743
U+0370,Ͱ,GREEK CAPITAL LETTER HETA,True,False,Right-Pointing,0.0
U+0371,ͱ,GREEK SMALL LETTER HETA,False,False,Right-Pointing,0.0
U+0372,Ͳ,GREEK CAPITAL LETTER ARCHAIC SAMPI,True,False,Symmetrical,0.0
U+0373,ͳ,GREEK SMALL LETTER ARCHAIC SAMPI,True,False,Symmetrical,0.0
U+0374,ʹ,GREEK NUMERAL SIGN,True,False,Symmetrical,0.571
U+0375,͵,GREEK LOWER NUMERAL SIGN,False,True,Symmetrical,0.571
U+0376,Ͷ,GREEK CAPITAL LETTER PAMPHYLIAN DIGAMMA,True,False,Symmetrical,0.353
U+0377,ͷ,GREEK SMALL LETTER PAMPHYLIAN DIGAMMA,False,False,Symmetrical,0.4
U+037A,ͺ,GREEK YPOGEGRAMMENI,False,True,Right-Pointing,0.7
U+037B,ͻ,GREEK SMALL REVERSED LUNATE SIGMA SYMBOL,False,False,Left-Pointing,0.9
U+037C,ͼ,GREEK SMALL DOTTED LUNATE SIGMA SYMBOL,False,False,Right-Pointing,0.926
U+037D,ͽ,GREEK SMALL REVERSED DOTTED LUNATE SIGMA SYMBOL,False,False,Left-Pointing,0.929
U+037E,;,GREEK QUESTION MARK,False,True,Symmetrical,0.867
U+037F,Ϳ,GREEK CAPITAL LETTER YOT,True,True,Left-Pointing,0.692
U+0384,΄,GREEK TONOS,True,False,Symmetrical,0.667
U+0385,΅,GREEK DIALYTIKA TONOS,True,False,Symmetrical,0.87
U+0386,Ά,GREEK CAPITAL LETTER ALPHA WITH TONOS,True,False,Symmetrical,0.478
U+0387,·,GREEK ANO TELEIA,False,False,Symmetrical,1.0
U+0388,Έ,GREEK CAPITAL LETTER EPSILON WITH TONOS,True,False,Symmetrical,0.3
U+0389,Ή,GREEK CAPITAL LETTER ETA WITH TONOS,True,False,Left-Pointing,0.3
U+038A,Ί,GREEK CAPITAL LETTER IOTA WITH TONOS,True,False,Left-Pointing,0.3
U+038C,Ό,GREEK CAPITAL LETTER OMICRON WITH TONOS,True,False,Symmetrical,0.897
U+038E,Ύ,GREEK CAPITAL LETTER UPSILON WITH TONOS,True,False,Symmetrical,0.353
U+038F,Ώ,GREEK CAPITAL LETTER OMEGA WITH TONOS,True,False,Symmetrical,0.686
U+0390,ΐ,GREEK SMALL LETTER IOTA WITH DIALYTIKA AND TONOS,True,False,Symmetrical,0.829
U+0391,Α,GREEK CAPITAL LETTER ALPHA,True,False,Symmetrical,0.357
U+0392,Β,GREEK CAPITAL LETTER BETA,True,False,Right-Pointing,0.708
U+0393,Γ,GREEK CAPITAL LETTER GAMMA,True,False,Right-Pointing,0.0
U+0394,Δ,GREEK CAPITAL LETTER DELTA,True,False,Symmetrical,0.364
U+0395,Ε,GREEK CAPITAL LETTER EPSILON,True,False,Right-Pointing,0.0
U+0396,Ζ,GREEK CAPITAL LETTER ZETA,True,False,Symmetrical,0.0
U+0397,Η,GREEK CAPITAL LETTER ETA,True,False,Symmetrical,0.0
U+0398,Θ,GREEK CAPITAL LETTER THETA,True,False,Symmetrical,0.87
U+0399,Ι,GREEK CAPITAL LETTER IOTA,True,False,Symmetrical,0.0
U+039A,Κ,GREEK CAPITAL LETTER KAPPA,True,False,Right-Pointing,0.154
U+039B,Λ,GREEK CAPITAL LETTER LAMDA,True,False,Symmetrical,0.4
U+039C,Μ,GREEK CAPITAL LETTER MU,True,False,Symmetrical,0.211
U+039D,Ν,GREEK CAPITAL LETTER NU,True,False,Symmetrical,0.312
U+039E,Ξ,GREEK CAPITAL LETTER XI,True,False,Symmetrical,0.0
U+039F,Ο,GREEK CAPITAL LETTER OMICRON,True,False,Symmetrical,1.0
U+03A0,Π,GREEK CAPITAL LETTER PI,True,False,Symmetrical,0.0
U+03A1,Ρ,GREEK CAPITAL LETTER RHO,True,False,Right-Pointing,0.562
U+03A3,Σ,GREEK CAPITAL LETTER SIGMA,True,False,Right-Pointing,0.312
U+03A4,Τ,GREEK CAPITAL LETTER TAU,True,False,Symmetrical,0.0
U+03A5,Υ,GREEK CAPITAL LETTER UPSILON,True,False,Symmetrical,0.0
U+03A6,Φ,GREEK CAPITAL LETTER PHI,True,False,Symmetrical,0.828
U+03A7,Χ,GREEK CAPITAL LETTER CHI,True,False,Symmetrical,0.0
U+03A8,Ψ,GREEK CAPITAL LETTER PSI,True,False,Symmetrical,0.522
U+03A9,Ω,GREEK CAPITAL LETTER OMEGA,True,False,Symmetrical,0.692
U+03AA,Ϊ,GREEK CAPITAL LETTER IOTA WITH DIALYTIKA,True,False,Symmetrical,0.593
U+03AB,Ϋ,GREEK CAPITAL LETTER UPSILON WITH DIALYTIKA,True,False,Symmetrical,0.667
U+03AC,ά,GREEK SMALL LETTER ALPHA WITH TONOS,True,False,Symmetrical,0.795
U+03AD,έ,GREEK SMALL LETTER EPSILON WITH TONOS,True,False,Symmetrical,0.784
U+03AE,ή,GREEK SMALL LETTER ETA WITH TONOS,True,True,Left-Pointing,0.538
U+03AF,ί,GREEK SMALL LETTER IOTA WITH TONOS,True,False,Right-Pointing,0.714
U+03B0,ΰ,GREEK SMALL LETTER UPSILON WITH DIALYTIKA AND TONOS,True,False,Symmetrical,0.825
U+03B1,α,GREEK SMALL LETTER ALPHA,False,False,Symmetrical,0.829
U+03B2,β,GREEK SMALL LETTER BETA,True,True,Right-Pointing,0.771
U+03B3,γ,GREEK SMALL LETTER GAMMA,False,True,Symmetrical,0.632
U+03B4,δ,GREEK SMALL LETTER DELTA,True,False,Symmetrical,0.971
U+03B5,ε,GREEK SMALL LETTER EPSILON,False,False,Right-Pointing,0.821
U+03B6,ζ,GREEK SMALL LETTER ZETA,True,True,Symmetrical,0.833
U+03B7,η,GREEK SMALL LETTER ETA,False,True,Left-Pointing,0.471
U+03B8,θ,GREEK SMALL LETTER THETA,True,False,Symmetrical,0.9
U+03B9,ι,GREEK SMALL LETTER IOTA,False,False,Right-Pointing,0.75
U+03BA,κ,GREEK SMALL LETTER KAPPA,False,False,Right-Pointing,0.25
U+03BB,λ,GREEK SMALL LETTER LAMDA,True,False,Symmetrical,0.724
U+03BC,μ,GREEK SMALL LETTER MU,False,True,Right-Pointing,0.45
U+03BD,ν,GREEK SMALL LETTER NU,False,False,Symmetrical,0.643
U+03BE,ξ,GREEK SMALL LETTER XI,True,True,Symmetrical,0.756
U+03BF,ο,GREEK SMALL LETTER OMICRON,False,False,Symmetrical,1.0
U+03C0,π,GREEK SMALL LETTER PI,False,False,Symmetrical,0.35
U+03C1,ρ,GREEK SMALL LETTER RHO,False,True,Right-Pointing,0.783
U+03C2,ς,GREEK SMALL LETTER FINAL SIGMA,False,True,Symmetrical,0.923
U+03C3,σ,GREEK SMALL LETTER SIGMA,False,False,Symmetrical,0.818
U+03C4,τ,GREEK SMALL LETTER TAU,False,False,Symmetrical,0.529
U+03C5,υ,GREEK SMALL LETTER UPSILON,False,False,Symmetrical,0.765
U+03C6,φ,GREEK SMALL LETTER PHI,False,True,Symmetrical,0.833
U+03C7,χ,GREEK SMALL LETTER CHI,False,True,Symmetrical,0.571
U+03C8,ψ,GREEK SMALL LETTER PSI,True,True,Symmetrical,0.625
U+03C9,ω,GREEK SMALL LETTER OMEGA,False,False,Symmetrical,0.828
U+03CA,ϊ,GREEK SMALL LETTER IOTA WITH DIALYTIKA,True,False,Symmetrical,0.893
U+03CB,ϋ,GREEK SMALL LETTER UPSILON WITH DIALYTIKA,True,False,Symmetrical,0.879
U+03CC,ό,GREEK SMALL LETTER OMICRON WITH TONOS,True,False,Symmetrical,0.889
U+03CD,ύ,GREEK SMALL LETTER UPSILON WITH TONOS,True,False,Symmetrical,0.731
U+03CE,ώ,GREEK SMALL LETTER OMEGA WITH TONOS,True,False,Symmetrical,0.789
U+03CF,Ϗ,GREEK CAPITAL KAI SYMBOL,True,True,Right-Pointing,0.455
U+03D0,ϐ,GREEK BETA SYMBOL,True,False,Symmetrical,1.0
U+03D1,ϑ,GREEK THETA SYMBOL,True,False,Symmetrical,0.909
U+03D2,ϒ,GREEK UPSILON WITH HOOK SYMBOL,True,False,Symmetrical,0.7
U+03D3,ϓ,GREEK UPSILON WITH ACUTE AND HOOK SYMBOL,True,False,Symmetrical,0.69
U+03D4,ϔ,GREEK UPSILON WITH DIAERESIS AND HOOK SYMBOL,True,False,Symmetrical,0.833
U+03D5,ϕ,GREEK PHI SYMBOL,True,True,Symmetrical,0.783
U+03D6,ϖ,GREEK PI SYMBOL,False,False,Symmetrical,0.71
U+03D7,ϗ,GREEK KAI SYMBOL,False,True,Left-Pointing,0.795
U+03D8,Ϙ,GREEK LETTER ARCHAIC KOPPA,True,False,Symmetrical,0.87
U+03D9,ϙ,GREEK SMALL LETTER ARCHAIC KOPPA,False,True,Symmetrical,0.85
U+03DA,Ϛ,GREEK LETTER STIGMA,True,False,Right-Pointing,0.722
U+03DB,ϛ,GREEK SMALL LETTER STIGMA,False,True,Symmetrical,0.933
U+03DC,Ϝ,GREEK LETTER DIGAMMA,True,False,Right-Pointing,0.0
U+03DD,ϝ,GREEK SMALL LETTER DIGAMMA,False,True,Right-Pointing,0.0
U+03DE,Ϟ,GREEK LETTER KOPPA,True,False,Symmetrical,0.75
U+03DF,ϟ,GREEK SMALL LETTER KOPPA,True,True,Symmetrical,0.697
U+03E0,Ϡ,GREEK LETTER SAMPI,True,False,Left-Pointing,0.65
U+03E1,ϡ,GREEK SMALL LETTER SAMPI,True,True,Left-Pointing,0.667
U+03F0,ϰ,GREEK KAPPA SYMBOL,False,False,Symmetrical,0.839
U+03F1,ϱ,GREEK RHO SYMBOL,False,True,Symmetrical,0.946
U+03F2,ϲ,GREEK LUNATE SIGMA SYMBOL,False,False,Right-Pointing,0.895
U+03F3,ϳ,GREEK LETTER YOT,True,True,Left-Pointing,0.8
U+03F4,ϴ,GREEK CAPITAL THETA SYMBOL,True,False,Symmetrical,0.909
U+03F5,ϵ,GREEK LUNATE EPSILON SYMBOL,False,False,Right-Pointing,0.783
U+03F6,϶,GREEK REVERSED LUNATE EPSILON SYMBOL,False,False,Left-Pointing,0.783
U+03F7,Ϸ,GREEK CAPITAL LETTER SHO,True,False,Right-Pointing,0.5
U+03F8,ϸ,GREEK SMALL LETTER SHO,True,True,Right-Pointing,0.724
U+03F9,Ϲ,GREEK CAPITAL LUNATE SIGMA SYMBOL,True,False,Right-Pointing,0.895
U+03FA,Ϻ,GREEK CAPITAL LETTER SAN,True,False,Symmetrical,0.211
U+03FB,ϻ,GREEK SMALL LETTER SAN,False,True,Right-Pointing,0.25
U+03FC,ϼ,GREEK RHO WITH STROKE SYMBOL,False,True,Symmetrical,0.621
U+03FD,Ͻ,GREEK CAPITAL REVERSED LUNATE SIGMA SYMBOL,True,False,Left-Pointing,0.9
U+03FE,Ͼ,GREEK CAPITAL DOTTED LUNATE SIGMA SYMBOL,True,False,Right-Pointing,0.926
U+03FF,Ͽ,GREEK CAPITAL REVERSED DOTTED LUNATE SIGMA SYMBOL,True,False,Left-Pointing,0.929
U+0400,Ѐ,CYRILLIC CAPITAL LETTER IE WITH GRAVE,True,False,Right-Pointing,0.3
U+0401,Ё,CYRILLIC CAPITAL LETTER IO,True,False,Right-Pointing,0.593
U+0402,Ђ,CYRILLIC CAPITAL LETTER DJE,True,False,Symmetrical,0.44
U+0403,Ѓ,CYRILLIC CAPITAL LETTER GJE,True,False,Right-Pointing,0.429
U+0404,Є,CYRILLIC CAPITAL LETTER UKRAINIAN IE,True,False,Right-Pointing,0.773
U+0405,Ѕ,CYRILLIC CAPITAL LETTER DZE,True,False,Symmetrical,0.933
U+0406,І,CYRILLIC CAPITAL LETTER BYELORUSSIAN-UKRAINIAN I,True,False,Symmetrical,0.0
U+0407,Ї,CYRILLIC CAPITAL LETTER YI,True,False,Symmetrical,0.593
U+0408,Ј,CYRILLIC CAPITAL LETTER JE,True,True,Left-Pointing,0.692
U+0409,Љ,CYRILLIC CAPITAL LETTER LJE,True,False,Symmetrical,0.735
U+040A,Њ,CYRILLIC CAPITAL LETTER NJE,True,False,Symmetrical,0.391
U+040B,Ћ,CYRILLIC CAPITAL LETTER TSHE,True,False,Symmetrical,0.235
U+040C,Ќ,CYRILLIC CAPITAL LETTER KJE,True,False,Right-Pointing,0.316
U+040D,Ѝ,CYRILLIC CAPITAL LETTER I WITH GRAVE,True,False,Symmetrical,0.462
U+040E,Ў,CYRILLIC CAPITAL LETTER SHORT U,True,False,Symmetrical,0.724
U+040F,Џ,CYRILLIC CAPITAL LETTER DZHE,True,True,Symmetrical,0.0
U+0410,А,CYRILLIC CAPITAL LETTER A,True,False,Symmetrical,0.357
U+0411,Б,CYRILLIC CAPITAL LETTER BE,True,False,Right-Pointing,0.529
U+0412,В,CYRILLIC CAPITAL LETTER VE,True,False,Right-Pointing,0.708
U+0413,Г,CYRILLIC CAPITAL LETTER GHE,True,False,Right-Pointing,0.0
U+0414,Д,CYRILLIC CAPITAL LETTER DE,True,True,Symmetrical,0.4
U+0415,Е,CYRILLIC CAPITAL LETTER IE,True,False,Right-Pointing,0.0
U+0416,Ж,CYRILLIC CAPITAL LETTER ZHE,True,False,Symmetrical,0.0
U+0417,З,CYRILLIC CAPITAL LETTER ZE,True,False,Left-Pointing,0.8
U+0418,И,CYRILLIC CAPITAL LETTER I,True,False,Symmetrical,0.353
U+0419,Й,CYRILLIC CAPITAL LETTER SHORT I,True,False,Symmetrical,0.538
U+041A,К,CYRILLIC CAPITAL LETTER KA,True,False,Right-Pointing,0.0
U+041B,Л,CYRILLIC CAPITAL LETTER EL,True,False,Left-Pointing,0.762
U+041C,М,CYRILLIC CAPITAL LETTER EM,True,False,Symmetrical,0.211
U+041D,Н,CYRILLIC CAPITAL LETTER EN,True,False,Symmetrical,0.0
U+041E,О,CYRILLIC CAPITAL LETTER O,True,False,Symmetrical,1.0
U+041F,П,CYRILLIC CAPITAL LETTER PE,True,False,Symmetrical,0.0
U+0420,Р,CYRILLIC CAPITAL LETTER ER,True,False,Right-Pointing,0.562
U+0421,С,CYRILLIC CAPITAL LETTER ES,True,False,Right-Pointing,0.895
U+0422,Т,CYRILLIC CAPITAL LETTER TE,True,False,Symmetrical,0.0
U+0423,У,CYRILLIC CAPITAL LETTER U,True,False,Symmetrical,0.65
U+0424,Ф,CYRILLIC CAPITAL LETTER EF,True,False,Symmetrical,0.828
U+0425,Х,CYRILLIC CAPITAL LETTER HA,True,False,Symmetrical,0.0
U+0426,Ц,CYRILLIC CAPITAL LETTER TSE,True,True,Symmetrical,0.0
U+0427,Ч,CYRILLIC CAPITAL LETTER CHE,True,False,Left-Pointing,0.533
U+0428,Ш,CYRILLIC CAPITAL LETTER SHA,True,False,Symmetrical,0.0
U+0429,Щ,CYRILLIC CAPITAL LETTER SHCHA,True,True,Symmetrical,0.0
U+042A,Ъ,CYRILLIC CAPITAL LETTER HARD SIGN,True,False,Symmetrical,0.529
U+042B,Ы,CYRILLIC CAPITAL LETTER YERU,True,False,Symmetrical,0.5
U+042C,Ь,CYRILLIC CAPITAL LETTER SOFT SIGN,True,False,Right-Pointing,0.571
U+042D,Э,CYRILLIC CAPITAL LETTER E,True,False,Left-Pointing,0.783
U+042E,Ю,CYRILLIC CAPITAL LETTER YU,True,False,Symmetrical,0.741
U+042F,Я,CYRILLIC CAPITAL LETTER YA,True,False,Left-Pointing,0.5
U+0430,а,CYRILLIC SMALL LETTER A,False,False,Left-Pointing,0.714
U+0431,б,CYRILLIC SMALL LETTER BE,True,False,Symmetrical,0.938
U+0432,в,CYRILLIC SMALL LETTER VE,False,False,Symmetrical,0.615
U+0433,г,CYRILLIC SMALL LETTER GHE,False,False,Right-Pointing,0.0
U+0434,д,CYRILLIC SMALL LETTER DE,False,True,Symmetrical,0.294
U+0435,е,CYRILLIC SMALL LETTER IE,False,False,Symmetrical,0.826
U+0436,ж,CYRILLIC SMALL LETTER ZHE,False,False,Symmetrical,0.0
U+0437,з,CYRILLIC SMALL LETTER ZE,False,False,Left-Pointing,0.793
U+0438,и,CYRILLIC SMALL LETTER I,False,False,Symmetrical,0.4
U+0439,й,CYRILLIC SMALL LETTER SHORT I,True,False,Symmetrical,0.583
U+043A,к,CYRILLIC SMALL LETTER KA,False,False,Right-Pointing,0.0
U+043B,л,CYRILLIC SMALL LETTER EL,False,False,Left-Pointing,0.643
U+043C,м,CYRILLIC SMALL LETTER EM,False,False,Symmetrical,0.176
U+043D,н,CYRILLIC SMALL LETTER EN,False,False,Symmetrical,0.0
U+043E,о,CYRILLIC SMALL LETTER O,False,False,Symmetrical,1.0
U+043F,п,CYRILLIC SMALL LETTER PE,False,False,Symmetrical,0.0
U+0440,р,CYRILLIC SMALL LETTER ER,False,True,Right-Pointing,0.704
U+0441,с,CYRILLIC SMALL LETTER ES,False,False,Right-Pointing,0.895
U+0442,т,CYRILLIC SMALL LETTER TE,False,False,Symmetrical,0.0
U+0443,у,CYRILLIC SMALL LETTER U,False,True,Symmetrical,0.6
U+0444,ф,CYRILLIC SMALL LETTER EF,True,True,Symmetrical,0.783
U+0445,х,CYRILLIC SMALL LETTER HA,False,False,Symmetrical,0.0
U+0446,ц,CYRILLIC SMALL LETTER TSE,False,True,Symmetrical,0.0
U+0447,ч,CYRILLIC SMALL LETTER CHE,False,False,Left-Pointing,0.5
U+0448,ш,CYRILLIC SMALL LETTER SHA,False,False,Symmetrical,0.0
U+0449,щ,CYRILLIC SMALL LETTER SHCHA,False,True,Symmetrical,0.0
U+044A,ъ,CYRILLIC SMALL LETTER HARD SIGN,False,False,Symmetrical,0.471
U+044B,ы,CYRILLIC SMALL LETTER YERU,False,False,Symmetrical,0.471
U+044C,ь,CYRILLIC SMALL LETTER SOFT SIGN,False,False,Right-Pointing,0.5
U+044D,э,CYRILLIC SMALL LETTER E,False,False,Left-Pointing,0.783
U+044E,ю,CYRILLIC SMALL LETTER YU,False,False,Symmetrical,0.708
U+044F,я,CYRILLIC SMALL LETTER YA,False,False,Left-Pointing,0.474
U+0450,ѐ,CYRILLIC SMALL LETTER IE WITH GRAVE,True,False,Symmetrical,0.781
U+0451,ё,CYRILLIC SMALL LETTER IO,True,False,Symmetrical,0.897
U+0452,ђ,CYRILLIC SMALL LETTER DJE,True,True,Symmetrical,0.5
U+0453,ѓ,CYRILLIC SMALL LETTER GJE,True,False,Right-Pointing,0.429
U+0454,є,CYRILLIC SMALL LETTER UKRAINIAN IE,False,False,Right-Pointing,0.783
U+0455,ѕ,CYRILLIC SMALL LETTER DZE,False,False,Symmetrical,0.933
U+0456,і,CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I,True,False,Symmetrical,0.727
U+0457,ї,CYRILLIC SMALL LETTER YI,True,False,Symmetrical,0.842
U+0458,ј,CYRILLIC SMALL LETTER JE,True,True,Left-Pointing,0.8
U+0459,љ,CYRILLIC SMALL LETTER LJE,False,False,Symmetrical,0.64
U+045A,њ,CYRILLIC SMALL LETTER NJE,False,False,Right-Pointing,0.348
U+045B,ћ,CYRILLIC SMALL LETTER TSHE,True,False,Symmetrical,0.36
U+045C,ќ,CYRILLIC SMALL LETTER KJE,True,False,Right-Pointing,0.316
U+045D,ѝ,CYRILLIC SMALL LETTER I WITH GRAVE,True,False,Symmetrical,0.5
U+045E,ў,CYRILLIC SMALL LETTER SHORT U,True,True,Symmetrical,0.69
U+045F,џ,CYRILLIC SMALL LETTER DZHE,False,True,Symmetrical,0.0
U+0460,Ѡ,CYRILLIC CAPITAL LETTER OMEGA,True,False,Symmetrical,0.733
U+0461,ѡ,CYRILLIC SMALL LETTER OMEGA,False,False,Symmetrical,0.704
U+0462,Ѣ,CYRILLIC CAPITAL LETTER YAT,True,False,Symmetrical,0.391
U+0463,ѣ,CYRILLIC SMALL LETTER YAT,True,False,Symmetrical,0.318
U+0464,Ѥ,CYRILLIC CAPITAL LETTER IOTIFIED E,True,False,Right-Pointing,0.6
U+0465,ѥ,CYRILLIC SMALL LETTER IOTIFIED E,False,False,Right-Pointing,0.586
U+0466,Ѧ,CYRILLIC CAPITAL LETTER LITTLE YUS,True,False,Symmetrical,0.263
U+0467,ѧ,CYRILLIC SMALL LETTER LITTLE YUS,False,False,Symmetrical,0.125
U+0468,Ѩ,CYRILLIC CAPITAL LETTER IOTIFIED LITTLE YUS,True,False,Right-Pointing,0.154
U+0469,ѩ,CYRILLIC SMALL LETTER IOTIFIED LITTLE YUS,False,False,Right-Pointing,0.154
U+046A,Ѫ,CYRILLIC CAPITAL LETTER BIG YUS,True,False,Symmetrical,0.444
U+046B,ѫ,CYRILLIC SMALL LETTER BIG YUS,False,False,Symmetrical,0.444
U+046C,Ѭ,CYRILLIC CAPITAL LETTER IOTIFIED BIG YUS,True,False,Symmetrical,0.312
U+046D,ѭ,CYRILLIC SMALL LETTER IOTIFIED BIG YUS,False,False,Right-Pointing,0.333
U+046E,Ѯ,CYRILLIC CAPITAL LETTER KSI,True,True,Left-Pointing,0.855
U+046F,ѯ,CYRILLIC SMALL LETTER KSI,True,True,Left-Pointing,0.852
U+0470,Ѱ,CYRILLIC CAPITAL LETTER PSI,True,False,Symmetrical,0.522
U+0471,ѱ,CYRILLIC SMALL LETTER PSI,True,True,Symmetrical,0.625
U+0472,Ѳ,CYRILLIC CAPITAL LETTER FITA,True,False,Symmetrical,0.909
U+0473,ѳ,CYRILLIC SMALL LETTER FITA,False,False,Symmetrical,0.9
U+0474,Ѵ,CYRILLIC CAPITAL LETTER IZHITSA,True,False,Symmetrical,0.65
U+0475,ѵ,CYRILLIC SMALL LETTER IZHITSA,False,False,Symmetrical,0.6
U+0476,Ѷ,CYRILLIC CAPITAL LETTER IZHITSA WITH DOUBLE GRAVE ACCENT,True,False,Symmetrical,0.639
U+0477,ѷ,CYRILLIC SMALL LETTER IZHITSA WITH DOUBLE GRAVE ACCENT,True,False,Symmetrical,0.611
U+0478,Ѹ,CYRILLIC CAPITAL LETTER UK,True,True,Symmetrical,0.8
U+0479,ѹ,CYRILLIC SMALL LETTER UK,False,True,Symmetrical,0.789
U+047A,Ѻ,CYRILLIC CAPITAL LETTER ROUND OMEGA,True,True,Symmetrical,1.0
U+047B,ѻ,CYRILLIC SMALL LETTER ROUND OMEGA,False,False,Symmetrical,1.0
U+047C,Ѽ,CYRILLIC CAPITAL LETTER OMEGA WITH TITLO,True,False,Symmetrical,0.855
U+047D,ѽ,CYRILLIC SMALL LETTER OMEGA WITH TITLO,True,False,Symmetrical,0.82
U+047E,Ѿ,CYRILLIC CAPITAL LETTER OT,True,False,Symmetrical,0.512
U+047F,ѿ,CYRILLIC SMALL LETTER OT,True,False,Symmetrical,0.475
U+0480,Ҁ,CYRILLIC CAPITAL LETTER KOPPA,True,True,Right-Pointing,0.8
U+0481,ҁ,CYRILLIC SMALL LETTER KOPPA,False,True,Symmetrical,0.789
U+0482,҂,CYRILLIC THOUSANDS SIGN,True,False,Symmetrical,0.0
U+048A,Ҋ,CYRILLIC CAPITAL LETTER SHORT I WITH TAIL,True,True,Symmetrical,0.452
U+048B,ҋ,CYRILLIC SMALL LETTER SHORT I WITH TAIL,True,True,Symmetrical,0.464
U+048C,Ҍ,CYRILLIC CAPITAL LETTER SEMISOFT SIGN,True,False,Right-Pointing,0.348
U+048D,ҍ,CYRILLIC SMALL LETTER SEMISOFT SIGN,True,False,Right-Pointing,0.348
U+048E,Ҏ,CYRILLIC CAPITAL LETTER ER WITH TICK,True,False,Right-Pointing,0.435
U+048F,ҏ,CYRILLIC SMALL LETTER ER WITH TICK,False,True,Right-Pointing,0.588
U+0490,Ґ,CYRILLIC CAPITAL LETTER GHE WITH UPTURN,True,False,Right-Pointing,0.0
U+0491,ґ,CYRILLIC SMALL LETTER GHE WITH UPTURN,True,False,Right-Pointing,0.0
U+0492,Ғ,CYRILLIC CAPITAL LETTER GHE WITH STROKE,True,False,Right-Pointing,0.0
U+0493,ғ,CYRILLIC SMALL LETTER GHE WITH STROKE,False,False,Right-Pointing,0.0
U+0494,Ҕ,CYRILLIC CAPITAL LETTER GHE WITH MIDDLE HOOK,True,True,Right-Pointing,0.68
U+0495,ҕ,CYRILLIC SMALL LETTER GHE WITH MIDDLE HOOK,False,True,Symmetrical,0.708
U+0496,Җ,CYRILLIC CAPITAL LETTER ZHE WITH DESCENDER,True,True,Symmetrical,0.0
U+0497,җ,CYRILLIC SMALL LETTER ZHE WITH DESCENDER,False,True,Symmetrical,0.0
U+0498,Ҙ,CYRILLIC CAPITAL LETTER ZE WITH DESCENDER,True,True,Left-Pointing,0.829
U+0499,ҙ,CYRILLIC SMALL LETTER ZE WITH DESCENDER,False,True,Left-Pointing,0.821
U+049A,Қ,CYRILLIC CAPITAL LETTER KA WITH DESCENDER,True,True,Right-Pointing,0.0
U+049B,қ,CYRILLIC SMALL LETTER KA WITH DESCENDER,False,True,Right-Pointing,0.0
U+049C,Ҝ,CYRILLIC CAPITAL LETTER KA WITH VERTICAL STROKE,True,False,Right-Pointing,0.0
U+049D,ҝ,CYRILLIC SMALL LETTER KA WITH VERTICAL STROKE,False,False,Right-Pointing,0.0
U+049E,Ҟ,CYRILLIC CAPITAL LETTER KA WITH STROKE,True,False,Right-Pointing,0.0
U+049F,ҟ,CYRILLIC SMALL LETTER KA WITH STROKE,True,False,Right-Pointing,0.0
